episode,score,reward,moves,max_tile,epsilon
1,1340,13.399999999999988,143,128,0.49386626223946
2,792,7.920000000000003,100,64,0.49381687561323606
3,2276,22.759999999999973,191,256,0.49376749392567476
4,1056,10.559999999999997,114,128,0.4937181171762822
5,1404,14.039999999999992,145,128,0.4936687453645646
6,1172,11.719999999999995,127,128,0.4936193784900282
7,1476,14.759999999999986,152,128,0.4935700165521792
8,1692,16.91999999999997,173,128,0.493520659550524
9,1296,12.959999999999994,134,128,0.49347130748456897
10,1100,10.999999999999993,118,128,0.4934219603538205
11,2112,21.119999999999983,180,256,0.49337261815778516
12,672,6.720000000000003,90,64,0.4933232808959694
13,1068,10.679999999999993,117,128,0.4932739485678798
14,1172,11.719999999999997,120,128,0.493224621173023
15,872,8.720000000000002,105,64,0.4931752987109057
16,1364,13.639999999999985,145,128,0.4931259811810346
17,1388,13.879999999999983,143,128,0.49307666858291654
18,1376,13.759999999999994,138,128,0.49302736091605825
19,1100,11.0,117,128,0.49297805817996665
20,1084,10.839999999999998,119,128,0.4929287603741487
21,1516,15.159999999999979,157,128,0.4928794674981113
22,824,8.240000000000002,107,64,0.4928301795513615
23,1136,11.359999999999998,122,128,0.49278089653340634
24,1760,17.59999999999998,170,128,0.492731618443753
25,1284,12.83999999999999,132,128,0.49268234528190863
26,892,8.920000000000002,109,64,0.49263307704738046
27,812,8.120000000000003,105,64,0.49258381373967575
28,500,5.000000000000002,75,32,0.49253455535830176
29,1456,14.55999999999999,144,128,0.49248530190276596
30,724,7.240000000000004,98,64,0.4924360533725757
31,1156,11.559999999999995,124,128,0.4923868097672384
32,684,6.840000000000003,89,64,0.4923375710862617
33,576,5.7600000000000025,79,64,0.49228833732915306
34,1396,13.95999999999998,150,128,0.49223910849542013
35,1400,13.999999999999995,142,128,0.4921898845845706
36,944,9.439999999999996,110,64,0.49214066559611214
37,796,7.960000000000004,107,64,0.4920914515295525
38,1228,12.28,125,128,0.4920422423843996
39,1152,11.519999999999992,131,64,0.49199303816016116
40,724,7.240000000000003,98,64,0.49194383885634513
41,908,9.08,108,64,0.4918946444724595
42,976,9.759999999999996,117,64,0.49184545500801224
43,1924,19.23999999999997,184,128,0.49179627046251145
44,1292,12.919999999999986,132,128,0.4917470908354652
45,2484,24.839999999999964,207,256,0.49169791612638164
46,1132,11.319999999999995,121,128,0.491648746334769
47,632,6.320000000000002,85,64,0.49159958146013555
48,636,6.360000000000002,89,64,0.4915504215019895
49,1272,12.719999999999995,138,128,0.4915012664598393
50,1276,12.759999999999986,136,128,0.49145211633319336
51,560,5.600000000000002,85,32,0.49140297112156006
52,512,5.120000000000002,78,32,0.4913538308244479
53,1528,15.279999999999983,152,128,0.49130469544136546
54,1112,11.119999999999997,120,128,0.4912555649718213
55,884,8.840000000000002,108,64,0.49120643941532416
56,688,6.880000000000003,91,64,0.49115731877138263
57,1956,19.559999999999985,156,256,0.4911082030395055
58,1440,14.399999999999984,142,128,0.4910590922192015
59,1220,12.199999999999989,130,128,0.4910099863099796
60,408,4.080000000000001,68,32,0.4909608853113486
61,1452,14.519999999999984,152,128,0.4909117892228175
62,1260,12.599999999999994,136,128,0.4908626980438952
63,968,9.679999999999996,102,128,0.49081361177409083
64,588,5.880000000000003,82,64,0.4907645304129134
65,628,6.280000000000003,87,64,0.4907154539598721
66,300,3.000000000000001,58,32,0.49066638241447613
67,536,5.360000000000001,74,64,0.4906173157762347
68,672,6.720000000000002,93,64,0.4905682540446571
69,1344,13.439999999999998,137,128,0.49051919721925263
70,1136,11.359999999999996,121,128,0.4904701452995307
71,1088,10.87999999999999,129,64,0.49042109828500074
72,2220,22.199999999999974,186,256,0.49037205617517227
73,752,7.520000000000004,101,64,0.49032301896955477
74,1092,10.919999999999995,117,128,0.4902739866676578
75,780,7.8000000000000025,97,64,0.49022495926899107
76,872,8.720000000000002,104,64,0.49017593677306415
77,2644,26.439999999999948,225,256,0.49012691917938683
78,752,7.520000000000004,100,64,0.4900779064874689
79,984,9.839999999999996,108,128,0.49002889869682015
80,1612,16.11999999999998,167,128,0.48997989580695045
81,696,6.960000000000003,93,64,0.48993089781736976
82,1700,16.99999999999998,170,128,0.489881904727588
83,616,6.160000000000003,85,64,0.48983291653711525
84,744,7.440000000000003,92,64,0.48978393324546154
85,740,7.400000000000004,96,64,0.489734954852137
86,1552,15.519999999999982,164,128,0.4896859813566518
87,1340,13.399999999999984,136,128,0.4896370127585162
